Year,Month,Day,Time UTC,Mag,Lat,Lon,Depth km,Region,IRIS ID,Timestamp
2016,4,8,00:24:11,4.2,36.44,71.03,106.7,AFGHANISTAN-TAJIKISTAN BORD REG.,5179339,1460075051
2016,4,7,21:24:41,4,33.96,69.49,35,AFGHANISTAN,5179335,1460064281
2016,4,7,15:15:58,4.4,36.44,71.13,109.1,AFGHANISTAN-TAJIKISTAN BORD REG.,5179314,1460042158
2016,4,6,02:06:07,4.1,31.9,71.9,29.8,PAKISTAN,5179128,1459908367
2016,4,5,07:49:47,4,37.28,71.93,153,AFGHANISTAN-TAJIKISTAN BORD REG.,5180407,1459842587
2016,4,5,07:42:24,5,25.78,90.56,10,INDIA-BANGLADESH BORDER REGION,5179038,1459842144
2016,4,4,12:22:09,4.1,36.74,69.7,298.3,"HINDU KUSH REGION, AFGHANISTAN",5180396,1459772529
2016,4,4,11:12:53,4.3,36.64,70.34,80,"HINDU KUSH REGION, AFGHANISTAN",5180320,1459768373
2016,4,4,04:31:26,4.2,27.54,85.84,23.7,NEPAL,5178936,1459744286
2016,4,3,10:58:32,4.1,23.76,94.31,62.6,MYANMAR-INDIA BORDER REGION,5180295,1459681112
2016,4,1,08:12:42,4.3,36.54,70.65,192,"HINDU KUSH REGION, AFGHANISTAN",5178704,1459498362
2016,3,26,18:39:33,4.3,36.53,70.33,202.8,"HINDU KUSH REGION, AFGHANISTAN",5178211,1459017573
2016,3,25,20:27:37,4.1,36.46,70.9,148.4,"HINDU KUSH REGION, AFGHANISTAN",5178202,1458937657
2016,3,25,19:03:59,4.4,36.53,70.83,153.8,"HINDU KUSH REGION, AFGHANISTAN",5178142,1458932639
2016,3,23,10:50:03,4.4,24.56,96.03,62.7,MYANMAR,5177978,1458730203
2016,3,22,20:14:55,4.7,36.5,71.14,95.7,AFGHANISTAN-TAJIKISTAN BORD REG.,5177940,1458677695
2016,3,20,18:22:55,4.3,36.65,71.41,240.6,AFGHANISTAN-TAJIKISTAN BORD REG.,5177757,1458498175
2016,3,20,16:54:13,4.7,29.96,93.17,10,XIZANG,5177749,1458492853
2016,3,19,00:11:27,4,36.84,70.83,81.8,"HINDU KUSH REGION, AFGHANISTAN",5177601,1458346287
2016,3,17,23:46:42,4.1,37.12,71.84,193.7,AFGHANISTAN-TAJIKISTAN BORD REG.,5178233,1458258402
2016,3,17,16:47:01,4.2,34.03,78.11,32.8,KASHMIR-XIZANG BORDER REGION,5177477,1458233221
2016,3,14,21:27:35,4.3,27.72,85.53,27.1,NEPAL,5177220,1457990855
2016,3,13,10:30:11,4.5,26.25,92.26,53.7,NORTHEASTERN INDIA,5177138,1457865011
2016,3,12,16:15:12,3.9,26.78,89.11,14.9,INDIA-BANGLADESH BORDER REGION,5177137,1457799312
2016,3,12,13:52:05,4.1,36.48,70.13,228.8,"HINDU KUSH REGION, AFGHANISTAN",5177048,1457790725
2016,3,11,14:44:27,4.6,36.55,84.04,14.1,"SOUTHERN XINJIANG, CHINA",5178120,1457707467
2016,3,8,18:35:05,4.2,37.28,71.62,139.2,AFGHANISTAN-TAJIKISTAN BORD REG.,5176627,1457462105
2016,3,7,12:23:01,4.5,22.76,93.94,50,MYANMAR-INDIA BORDER REGION,5176517,1457353381
2016,3,7,03:13:58,4.6,20.98,95.02,101,MYANMAR,5176489,1457320438
2016,3,6,02:46:00,4.2,36.49,71.1,101.3,AFGHANISTAN-TAJIKISTAN BORD REG.,5176420,1457232360
2016,3,4,22:55:48,4,35.53,70.24,89.5,"HINDU KUSH REGION, AFGHANISTAN",5176323,1457132148
2016,3,2,06:35:11,4.6,29.75,69.93,10,PAKISTAN,5176010,1456900511
